id       ,user_id,opponent_race_result_id,result,type    ,drift_points,settings,created_at                ,updated_at,coins_reward,elo_delta,opponent_elo_delta
129310792,2943259,129082362              ,them  ,battle  ,1484        ,        ,2017-02-01 00:20:16.441421,          ,700         ,-5       ,10
129310793,2945781,129309473              ,us    ,battle  ,390         ,        ,2017-02-01 00:20:16.696788,          ,1000        ,15       ,-5
129310794,2886456,128622780              ,us    ,battle  ,3325        ,        ,2017-02-01 00:20:16.855339,          ,3800        ,12       ,-5
129310795,2839014,129308290              ,them  ,battle  ,1777        ,        ,2017-02-01 00:20:17.29365 ,          ,7000        ,-5       ,10
129310796,2651903,128497562              ,them  ,battle  ,960         ,        ,2017-02-01 00:20:17.295155,          ,3000        ,-5       ,10
129310797,1301085,128901061              ,us    ,battle  ,895         ,        ,2017-02-01 00:20:17.326035,          ,3800        ,14       ,-5
129310798,2601660,129309850              ,them  ,battle  ,1405        ,        ,2017-02-01 00:20:18.379135,          ,1700        ,-5       ,10
129310799,2834460,128670821              ,us    ,battle  ,5195        ,        ,2017-02-01 00:20:18.478518,          ,11000       ,14       ,-5
129310800,2938371,128602535              ,them  ,quali   ,123         ,        ,2017-02-01 00:20:18.594986,          ,1500        ,0        ,0
129310801,286389 ,128653248              ,us    ,battle  ,5415        ,        ,2017-02-01 00:20:18.667835,          ,11000       ,17       ,-5
129310802,2588811,107926617              ,them  ,quali   ,322         ,        ,2017-02-01 00:20:19.141258,          ,1500        ,0        ,0
129310803,2719429,128502939              ,them  ,quali   ,3012        ,        ,2017-02-01 00:20:19.521097,          ,1500        ,0        ,0
129310804,1018171,128937161              ,us    ,battle  ,1042        ,        ,2017-02-01 00:20:19.613377,          ,3800        ,14       ,-5
129310805,2945921,129308860              ,them  ,battle  ,944         ,        ,2017-02-01 00:20:19.69604 ,          ,700         ,-5       ,10
129310806,2431384,128783447              ,them  ,battle  ,4339        ,        ,2017-02-01 00:20:19.787632,          ,7000        ,-5       ,10
129310807,2943995,129141558              ,us    ,battle  ,1296        ,        ,2017-02-01 00:20:19.916586,          ,1000        ,14       ,-5
129310808,2932019,129161818              ,us    ,battle  ,3309        ,        ,2017-02-01 00:20:22.025756,          ,3800        ,12       ,-5
129310809,2931756,128569260              ,us    ,battle  ,3773        ,        ,2017-02-01 00:20:22.494481,          ,3800        ,10       ,-5
129310810,2774425,128526360              ,them  ,battle  ,1211        ,        ,2017-02-01 00:20:22.505871,          ,3000        ,-5       ,10
129310811,2028075,129310568              ,them  ,quali   ,1606        ,        ,2017-02-01 00:20:22.505936,          ,1500        ,0        ,0
129310812,2854926,128979708              ,them  ,battle  ,1175        ,        ,2017-02-01 00:20:23.549067,          ,1700        ,-5       ,10
129310813,567741 ,128545730              ,them  ,battle  ,1775        ,        ,2017-02-01 00:20:23.809004,          ,7000        ,-5       ,12
129310814,2872531,128601609              ,them  ,battle  ,1314        ,        ,2017-02-01 00:20:24.942881,          ,1700        ,-5       ,10
129310815,2909861,129070467              ,us    ,battle  ,3155        ,        ,2017-02-01 00:20:25.000952,          ,3800        ,14       ,-5
129310816,2584605,128927725              ,them  ,battle  ,2228        ,        ,2017-02-01 00:20:25.001455,          ,7000        ,-5       ,12
129310817,2694244,129310657              ,them  ,quali   ,3840        ,        ,2017-02-01 00:20:25.615814,          ,1500        ,0        ,0
129310818,1936843,128662031              ,them  ,battle  ,756         ,        ,2017-02-01 00:20:25.898163,          ,3000        ,-5       ,10
129310819,2905269,128634537              ,them  ,quali   ,735         ,        ,2017-02-01 00:20:26.027476,          ,1500        ,0        ,0
129310820,1875319,128590016              ,us    ,battle  ,1462        ,        ,2017-02-01 00:20:26.52643 ,          ,11000       ,14       ,-5
129310821,2452722,128766253              ,them  ,battle  ,1383        ,        ,2017-02-01 00:20:26.614461,          ,3000        ,-5       ,10
129310822,291098 ,129068804              ,them  ,battle  ,1668        ,        ,2017-02-01 00:20:26.969152,          ,3000        ,-5       ,10
129310823,2942178,128961090              ,us    ,battle  ,3727        ,        ,2017-02-01 00:20:27.52934 ,          ,1000        ,10       ,-5
129310824,2608139,129304389              ,them  ,battle  ,2141        ,        ,2017-02-01 00:20:28.035709,          ,7000        ,-5       ,10
129310825,2912149,128628564              ,them  ,quali   ,3656        ,        ,2017-02-01 00:20:28.175031,          ,1500        ,0        ,0
129310826,1954868,128589415              ,us    ,battle  ,2517        ,        ,2017-02-01 00:20:28.917185,          ,7000        ,13       ,-5
129310827,2839541,128975392              ,us    ,battle  ,5887        ,        ,2017-02-01 00:20:29.618765,          ,11000       ,13       ,-5
129310828,208084 ,128934215              ,us    ,battle  ,4204        ,        ,2017-02-01 00:20:29.850215,          ,9000        ,11       ,-5
129310829,2621496,128573929              ,us    ,battle  ,5812        ,        ,2017-02-01 00:20:30.172177,          ,11000       ,10       ,-5
129310830,1855482,128579711              ,them  ,battle  ,3828        ,        ,2017-02-01 00:20:30.990448,          ,5000        ,-5       ,10
129310831,745737 ,129309662              ,them  ,battle  ,944         ,        ,2017-02-01 00:20:31.011445,          ,1700        ,-5       ,10
129310832,2886699,129308316              ,them  ,battle  ,40          ,        ,2017-02-01 00:20:31.089299,          ,3000        ,-5       ,10
129310833,1025452,129022684              ,them  ,battle  ,2451        ,        ,2017-02-01 00:20:31.365933,          ,7000        ,-5       ,12
129310834,2655103,128591890              ,them  ,battle  ,1706        ,        ,2017-02-01 00:20:31.466044,          ,3000        ,-5       ,12
129310835,510086 ,128661163              ,them  ,battle  ,1750        ,        ,2017-02-01 00:20:31.911302,          ,7000        ,-5       ,12
129310836,2780612,129106949              ,them  ,battle  ,2116        ,        ,2017-02-01 00:20:32.096166,          ,3000        ,-5       ,10
129310837,80731  ,110749842              ,them  ,quali   ,217         ,        ,2017-02-01 00:20:32.619876,          ,1500        ,0        ,0
129310838,61051  ,128958774              ,them  ,battle  ,1930        ,        ,2017-02-01 00:20:32.68662 ,          ,7000        ,-5       ,12
129310839,2941617,128919365              ,us    ,battle  ,1677        ,        ,2017-02-01 00:20:32.813893,          ,1000        ,21       ,-5
129310840,2910897,128577659              ,them  ,quali   ,120         ,        ,2017-02-01 00:20:33.786758,          ,1500        ,0        ,0
129310841,2900628,128981504              ,them  ,battle  ,467         ,        ,2017-02-01 00:20:34.441093,          ,1700        ,-5       ,10
129310842,1269703,129264825              ,us    ,battle  ,4379        ,        ,2017-02-01 00:20:34.878484,          ,9000        ,15       ,-5
129310843,2859919,129239442              ,us    ,battle  ,5853        ,        ,2017-02-01 00:20:35.411647,          ,11000       ,10       ,-5
129310844,2345383,129287117              ,them  ,battle  ,2667        ,        ,2017-02-01 00:20:35.444131,          ,7000        ,-5       ,12
129310845,1643791,128911839              ,them  ,battle  ,674         ,        ,2017-02-01 00:20:35.814525,          ,700         ,-5       ,10
129310846,1275603,128553528              ,them  ,battle  ,657         ,        ,2017-02-01 00:20:35.919455,          ,1700        ,-5       ,10
129310847,2931231,129206628              ,us    ,battle  ,2821        ,        ,2017-02-01 00:20:36.02956 ,          ,3800        ,15       ,-5
129310848,2940865,128862553              ,them  ,battle  ,327         ,        ,2017-02-01 00:20:36.113457,          ,700         ,-5       ,10
129310849,2945913,129304894              ,us    ,battle  ,1004        ,        ,2017-02-01 00:20:36.205652,          ,1000        ,14       ,-5
129310850,2578897,129183798              ,them  ,quali   ,2104        ,        ,2017-02-01 00:20:36.262965,          ,1500        ,0        ,0
129310851,2925500,128656621              ,us    ,battle  ,1565        ,        ,2017-02-01 00:20:36.347712,          ,1000        ,13       ,-5
129310852,1765832,128589325              ,us    ,battle  ,6358        ,        ,2017-02-01 00:20:36.405624,          ,11000       ,10       ,-5
129310853,452828 ,128532160              ,them  ,battle  ,3376        ,        ,2017-02-01 00:20:36.739441,          ,5000        ,-5       ,10
129310854,2440658,128648344              ,them  ,quali   ,1078        ,        ,2017-02-01 00:20:37.113213,          ,1500        ,0        ,0
129310855,2571304,129178611              ,us    ,battle  ,6166        ,        ,2017-02-01 00:20:37.378374,          ,11000       ,10       ,-5
129310856,2889531,129280764              ,them  ,battle  ,1887        ,        ,2017-02-01 00:20:37.698181,          ,3000        ,-5       ,10
129310857,2707058,129209446              ,us    ,battle  ,2773        ,        ,2017-02-01 00:20:38.385038,          ,7000        ,15       ,-5
129310858,312564 ,129306418              ,us    ,battle  ,2914        ,        ,2017-02-01 00:20:38.481697,          ,3800        ,15       ,-5
129310859,2878005,129246696              ,them  ,battle  ,2649        ,        ,2017-02-01 00:20:38.890114,          ,3000        ,-5       ,10
129310860,2312467,128960014              ,them  ,battle  ,1596        ,        ,2017-02-01 00:20:39.906237,          ,5000        ,-5       ,10
129310861,1815389,128703386              ,us    ,battle  ,6016        ,        ,2017-02-01 00:20:40.11268 ,          ,11000       ,10       ,-5
129310862,2688108,128501817              ,them  ,battle  ,2338        ,        ,2017-02-01 00:20:40.840656,          ,3000        ,-5       ,10
129310863,309028 ,129222574              ,us    ,battle  ,2390        ,        ,2017-02-01 00:20:41.014834,          ,11000       ,12       ,-5
129310864,224727 ,129310698              ,them  ,quali   ,2245        ,        ,2017-02-01 00:20:41.379074,          ,1500        ,0        ,0
129310865,2597312,129308722              ,them  ,battle  ,1584        ,        ,2017-02-01 00:20:42.122918,          ,3000        ,-5       ,10
129310866,2558080,129305784              ,us    ,battle  ,5465        ,        ,2017-02-01 00:20:42.174447,          ,11000       ,11       ,-5
129310867,892364 ,128832531              ,them  ,battle  ,2647        ,        ,2017-02-01 00:20:42.410338,          ,5000        ,-5       ,10
129310868,171446 ,128627446              ,them  ,battle  ,5263        ,        ,2017-02-01 00:20:42.536164,          ,7000        ,-5       ,10
129310869,1292917,129307825              ,us    ,battle  ,2872        ,        ,2017-02-01 00:20:42.633747,          ,11000       ,14       ,-5
129310870,2692591,123619944              ,them  ,quali   ,1237        ,        ,2017-02-01 00:20:43.761592,          ,1500        ,0        ,0
129310871,435940 ,129113789              ,us    ,battle  ,3441        ,        ,2017-02-01 00:20:43.903453,          ,11000       ,11       ,-5
129310872,2905100,128668570              ,them  ,battle  ,691         ,        ,2017-02-01 00:20:44.256638,          ,3000        ,-5       ,12
129310873,1893546,129084000              ,them  ,battle  ,1344        ,        ,2017-02-01 00:20:44.323607,          ,3000        ,-5       ,10
129310874,2814397,128579997              ,them  ,quali   ,5038        ,        ,2017-02-01 00:20:44.429227,          ,1500        ,0        ,0
129310875,1543672,128584365              ,us    ,battle  ,3353        ,        ,2017-02-01 00:20:44.637611,          ,3800        ,11       ,-5
129310876,2611831,128564222              ,them  ,battle  ,2477        ,        ,2017-02-01 00:20:45.34771 ,          ,5000        ,-5       ,10
129310877,326689 ,129310260              ,us    ,battle  ,1756        ,        ,2017-02-01 00:20:45.575904,          ,3800        ,15       ,-5
129310878,2890604,128634084              ,them  ,battle  ,1413        ,        ,2017-02-01 00:20:45.960291,          ,3000        ,-5       ,10
129310879,2914551,129065110              ,us    ,battle  ,880         ,        ,2017-02-01 00:20:46.439965,          ,1000        ,17       ,-5
129310880,2859130,128997221              ,them  ,battle  ,1114        ,        ,2017-02-01 00:20:46.822057,          ,3000        ,-5       ,10
129310881,2225367,129277980              ,us    ,battle  ,5561        ,        ,2017-02-01 00:20:47.747565,          ,11000       ,11       ,-5
129310882,2936992,129226267              ,them  ,battle  ,592         ,        ,2017-02-01 00:20:47.88005 ,          ,1700        ,-5       ,10
129310883,2604870,129166051              ,them  ,battle  ,5053        ,        ,2017-02-01 00:20:48.266397,          ,7000        ,-5       ,10
129310884,467885 ,128527390              ,them  ,training,3991        ,        ,2017-02-01 00:20:48.75671 ,          ,1500        ,0        ,0
129310885,2886699,129309804              ,us    ,battle  ,2522        ,        ,2017-02-01 00:20:48.787315,          ,7000        ,15       ,-5
129310886,2945919,129310025              ,us    ,battle  ,1713        ,        ,2017-02-01 00:20:48.815717,          ,1000        ,15       ,-5
129310887,2878001,128536469              ,them  ,battle  ,2308        ,        ,2017-02-01 00:20:49.211175,          ,3000        ,-5       ,10
129310888,2846779,128773725              ,them  ,battle  ,2395        ,        ,2017-02-01 00:20:49.284323,          ,3000        ,-5       ,10
129310889,2850520,129310688              ,them  ,quali   ,1917        ,        ,2017-02-01 00:20:49.32026 ,          ,1500        ,0        ,0
129310890,2928485,128946945              ,them  ,battle  ,121         ,        ,2017-02-01 00:20:49.333311,          ,700         ,-5       ,10
129310891,978152 ,129307840              ,us    ,battle  ,5023        ,        ,2017-02-01 00:20:50.164092,          ,11000       ,14       ,-5
129310892,1959659,128943358              ,them  ,battle  ,            ,        ,2017-02-01 00:20:51.070408,          ,700         ,-5       ,10
129310893,805672 ,128981596              ,us    ,battle  ,1540        ,        ,2017-02-01 00:20:51.446716,          ,3800        ,15       ,-5
129310894,2923637,128583267              ,us    ,battle  ,1146        ,        ,2017-02-01 00:20:51.807299,          ,3800        ,14       ,-5
129310895,2935892,129307447              ,us    ,battle  ,2681        ,        ,2017-02-01 00:20:51.86538 ,          ,3800        ,15       ,-5
129310896,2669627,128752734              ,them  ,battle  ,1002        ,        ,2017-02-01 00:20:51.880405,          ,1700        ,-5       ,10
129310897,991648 ,129244727              ,them  ,battle  ,1632        ,        ,2017-02-01 00:20:52.055297,          ,1700        ,-5       ,10
129310898,2942482,128987962              ,us    ,battle  ,3450        ,        ,2017-02-01 00:20:52.442762,          ,1000        ,25       ,-5
129310899,2424961,128711395              ,them  ,battle  ,2783        ,        ,2017-02-01 00:20:52.8486  ,          ,7000        ,-5       ,12
129310900,2894232,128581529              ,us    ,battle  ,2566        ,        ,2017-02-01 00:20:53.16802 ,          ,7000        ,13       ,-5
129310901,2261600,129010997              ,us    ,battle  ,2609        ,        ,2017-02-01 00:20:53.707472,          ,7000        ,13       ,-5
129310902,1800319,128532484              ,us    ,battle  ,2663        ,        ,2017-02-01 00:20:53.712575,          ,7000        ,14       ,-5
129310903,2666711,129310680              ,them  ,quali   ,2413        ,        ,2017-02-01 00:20:53.741086,          ,1500        ,0        ,0
129310904,2257003,129256939              ,them  ,battle  ,725         ,        ,2017-02-01 00:20:53.748345,          ,3000        ,-5       ,10
129310905,2945088,129238617              ,them  ,battle  ,398         ,        ,2017-02-01 00:20:53.922031,          ,700         ,-5       ,10
129310906,1771632,129309824              ,us    ,battle  ,2242        ,        ,2017-02-01 00:20:54.038533,          ,9000        ,15       ,-5
129310907,2137643,128844555              ,them  ,battle  ,3684        ,        ,2017-02-01 00:20:54.072386,          ,3000        ,-5       ,10
129310908,2668219,128550063              ,them  ,battle  ,1707        ,        ,2017-02-01 00:20:54.134416,          ,7000        ,-5       ,10
129310909,2095577,129309510              ,us    ,battle  ,2592        ,        ,2017-02-01 00:20:54.761174,          ,9000        ,13       ,-5
129310910,58386  ,129294142              ,us    ,battle  ,6472        ,        ,2017-02-01 00:20:55.068643,          ,11000       ,11       ,-5
129310911,2860206,128583246              ,them  ,battle  ,1159        ,        ,2017-02-01 00:20:55.908607,          ,3000        ,-5       ,10
129310912,2780298,129286833              ,them  ,quali   ,4269        ,        ,2017-02-01 00:20:56.774291,          ,1500        ,0        ,0
129310913,2896998,128537322              ,us    ,battle  ,1154        ,        ,2017-02-01 00:20:57.227652,          ,3800        ,15       ,-5
129310914,2895800,128972818              ,them  ,battle  ,3578        ,        ,2017-02-01 00:20:58.148623,          ,5000        ,-5       ,10
129310915,2929733,128635510              ,them  ,battle  ,1269        ,        ,2017-02-01 00:20:58.206358,          ,1700        ,-5       ,10
129310916,2169200,129310063              ,us    ,battle  ,3625        ,        ,2017-02-01 00:20:58.437696,          ,9000        ,15       ,-5
129310917,2282186,129149920              ,them  ,quali   ,5788        ,        ,2017-02-01 00:20:59.021146,          ,1500        ,0        ,0
129310918,2608111,128880155              ,them  ,battle  ,5161        ,        ,2017-02-01 00:20:59.171376,          ,7000        ,-5       ,10
129310919,2775949,129291446              ,us    ,battle  ,2022        ,        ,2017-02-01 00:20:59.182723,          ,7000        ,14       ,-5
129310920,1411540,129303135              ,us    ,battle  ,1702        ,        ,2017-02-01 00:21:00.045698,          ,3800        ,15       ,-5
129310921,2474992,128575207              ,them  ,battle  ,2234        ,        ,2017-02-01 00:21:01.492015,          ,7000        ,-5       ,10
129310922,2778644,127459240              ,them  ,quali   ,1318        ,        ,2017-02-01 00:21:01.667977,          ,1500        ,0        ,0
129310923,2219949,129274045              ,us    ,battle  ,5749        ,        ,2017-02-01 00:21:01.888944,          ,11000       ,13       ,-5
129310924,2941825,128936953              ,them  ,battle  ,2490        ,        ,2017-02-01 00:21:02.375848,          ,700         ,-5       ,10
129310925,983766 ,129202280              ,us    ,battle  ,932         ,        ,2017-02-01 00:21:04.154719,          ,1000        ,15       ,-5
129310926,2711829,128638793              ,them  ,quali   ,3963        ,        ,2017-02-01 00:21:04.406808,          ,1500        ,0        ,0
129310927,812889 ,129268640              ,them  ,battle  ,2404        ,        ,2017-02-01 00:21:04.518623,          ,7000        ,-5       ,10
129310928,1219819,129264063              ,them  ,battle  ,3459        ,        ,2017-02-01 00:21:04.926977,          ,3000        ,-5       ,15
129310929,81308  ,129278184              ,us    ,battle  ,6432        ,        ,2017-02-01 00:21:06.931934,          ,11000       ,15       ,-5
129310930,2742118,128737388              ,us    ,battle  ,1275        ,        ,2017-02-01 00:21:07.042573,          ,7000        ,14       ,-5
129310931,1656427,129310659              ,them  ,quali   ,814         ,        ,2017-02-01 00:21:07.05612 ,          ,1500        ,0        ,0
129310932,1029354,129302608              ,them  ,battle  ,960         ,        ,2017-02-01 00:21:07.179548,          ,700         ,-5       ,10
129310933,877330 ,129310689              ,them  ,quali   ,3360        ,        ,2017-02-01 00:21:07.234025,          ,1500        ,0        ,0
129310934,1575965,129307653              ,them  ,battle  ,1458        ,        ,2017-02-01 00:21:07.411618,          ,3000        ,-5       ,10
129310935,2536470,128607415              ,them  ,quali   ,1398        ,        ,2017-02-01 00:21:07.429057,          ,1500        ,0        ,0
129310936,2886744,129285089              ,us    ,battle  ,904         ,        ,2017-02-01 00:21:07.700585,          ,1000        ,14       ,-5
129310937,1775610,129030720              ,them  ,battle  ,21          ,        ,2017-02-01 00:21:08.193181,          ,700         ,-5       ,10
129310938,2710780,128590415              ,us    ,battle  ,4685        ,        ,2017-02-01 00:21:08.90318 ,          ,11000       ,12       ,-5
129310939,2910897,129310840              ,them  ,quali   ,2933        ,        ,2017-02-01 00:21:09.147114,          ,1500        ,0        ,0
129310940,2807585,129053223              ,them  ,battle  ,2235        ,        ,2017-02-01 00:21:09.23702 ,          ,5000        ,-5       ,10
129310941,58043  ,128916644              ,us    ,battle  ,5430        ,        ,2017-02-01 00:21:09.431539,          ,11000       ,12       ,-5
129310942,2278887,128559835              ,them  ,battle  ,5240        ,        ,2017-02-01 00:21:09.544812,          ,7000        ,-5       ,15
129310943,2601660,129303888              ,us    ,battle  ,1055        ,        ,2017-02-01 00:21:09.988418,          ,3800        ,14       ,-5
129310944,822433 ,128997841              ,them  ,battle  ,1582        ,        ,2017-02-01 00:21:10.098143,          ,1700        ,-5       ,10
129310945,2842860,128558758              ,us    ,battle  ,6144        ,        ,2017-02-01 00:21:10.287264,          ,11000       ,11       ,-5
129310946,1055675,128971473              ,them  ,battle  ,1344        ,        ,2017-02-01 00:21:10.548764,          ,3000        ,-5       ,10
129310947,2153265,128553919              ,them  ,battle  ,2317        ,        ,2017-02-01 00:21:10.803934,          ,5000        ,-5       ,12
129310948,2782350,129182495              ,them  ,quali   ,4785        ,        ,2017-02-01 00:21:11.802286,          ,1500        ,0        ,0
129310949,2818174,129192165              ,us    ,battle  ,3307        ,        ,2017-02-01 00:21:11.890398,          ,3800        ,19       ,-5
129310950,54607  ,129102968              ,them  ,battle  ,5005        ,        ,2017-02-01 00:21:12.4411  ,          ,7000        ,-5       ,12
129310951,2761262,129265684              ,them  ,battle  ,5327        ,        ,2017-02-01 00:21:12.469295,          ,7000        ,-5       ,10
129310952,2881917,129307516              ,them  ,battle  ,            ,        ,2017-02-01 00:21:13.136331,          ,700         ,-5       ,10
129310953,2909834,129309373              ,them  ,battle  ,2367        ,        ,2017-02-01 00:21:14.491585,          ,3000        ,-5       ,10
129310954,2675045,128918565              ,them  ,battle  ,            ,        ,2017-02-01 00:21:15.410766,          ,7000        ,-5       ,10
129310955,78048  ,128546143              ,them  ,quali   ,2549        ,        ,2017-02-01 00:21:15.761943,          ,1500        ,0        ,0
129310956,2900580,129142656              ,them  ,battle  ,1548        ,        ,2017-02-01 00:21:15.847834,          ,3000        ,-5       ,10
129310957,286389 ,128653348              ,us    ,battle  ,5977        ,        ,2017-02-01 00:21:16.697806,          ,11000       ,17       ,-5
129310958,1807815,129295324              ,them  ,battle  ,290         ,        ,2017-02-01 00:21:16.878776,          ,5000        ,-5       ,10
129310959,1685514,128599731              ,us    ,battle  ,1402        ,        ,2017-02-01 00:21:17.822456,          ,7000        ,15       ,-5
129310960,2899699,129290819              ,them  ,battle  ,141         ,        ,2017-02-01 00:21:18.405692,          ,5000        ,-5       ,10
129310961,2834460,128671491              ,them  ,battle  ,2041        ,        ,2017-02-01 00:21:19.288162,          ,7000        ,-5       ,10
129310962,2905655,128887600              ,them  ,battle  ,1738        ,        ,2017-02-01 00:21:19.300461,          ,3000        ,-5       ,10
129310963,1096010,129253978              ,them  ,battle  ,989         ,        ,2017-02-01 00:21:19.302806,          ,1700        ,-5       ,10
129310964,2505394,129153867              ,us    ,battle  ,2098        ,        ,2017-02-01 00:21:19.362113,          ,11000       ,11       ,-5
129310965,2938434,128607689              ,us    ,battle  ,1195        ,        ,2017-02-01 00:21:19.938059,          ,1000        ,13       ,-5
129310966,2889616,128704659              ,them  ,battle  ,2586        ,        ,2017-02-01 00:21:20.867481,          ,5000        ,-5       ,10
129310967,2333248,129202592              ,them  ,battle  ,1809        ,        ,2017-02-01 00:21:21.013642,          ,5000        ,-5       ,10
129310968,2774425,128527023              ,us    ,battle  ,2782        ,        ,2017-02-01 00:21:21.590901,          ,7000        ,13       ,-5
129310969,2481500,128681420              ,us    ,battle  ,2510        ,        ,2017-02-01 00:21:21.855192,          ,9000        ,14       ,-5
129310970,2164094,129149854              ,them  ,battle  ,            ,        ,2017-02-01 00:21:21.860769,          ,3000        ,-5       ,10
129310971,1018171,128925970              ,us    ,battle  ,1221        ,        ,2017-02-01 00:21:22.086452,          ,3800        ,15       ,-5
129310972,2886456,128623007              ,us    ,battle  ,3279        ,        ,2017-02-01 00:21:22.167301,          ,3800        ,12       ,-5
129310973,2945923,129308091              ,them  ,battle  ,151         ,        ,2017-02-01 00:21:23.010211,          ,700         ,-5       ,10
129310974,2000952,128714066              ,us    ,battle  ,6413        ,        ,2017-02-01 00:21:23.149503,          ,11000       ,10       ,-5
129310975,2678676,128935951              ,us    ,battle  ,2978        ,        ,2017-02-01 00:21:23.55219 ,          ,7000        ,13       ,-5
129310976,2850431,128684875              ,us    ,battle  ,2384        ,        ,2017-02-01 00:21:24.121098,          ,7000        ,13       ,-5
129310977,745737 ,129299881              ,us    ,battle  ,981         ,        ,2017-02-01 00:21:24.845169,          ,3800        ,15       ,-5
129310978,2943259,129080143              ,us    ,battle  ,1749        ,        ,2017-02-01 00:21:24.907122,          ,1000        ,15       ,-5
129310979,2755923,129309099              ,them  ,battle  ,1719        ,        ,2017-02-01 00:21:25.147771,          ,700         ,-5       ,10
129310980,2936466,128948406              ,them  ,battle  ,153         ,        ,2017-02-01 00:21:26.213244,          ,700         ,-5       ,10
129310981,2945928,                       ,them  ,quali   ,351         ,        ,2017-02-01 00:21:28.235514,          ,1500        ,0        ,0
129310982,2584605,128927440              ,us    ,battle  ,5969        ,        ,2017-02-01 00:21:28.243645,          ,11000       ,12       ,-5
129310983,2906323,128600864              ,them  ,battle  ,            ,        ,2017-02-01 00:21:28.430558,          ,3000        ,-5       ,10
129310984,2028075,129310568              ,them  ,quali   ,2197        ,        ,2017-02-01 00:21:29.061567,          ,1500        ,0        ,0
129310985,2621416,129306060              ,them  ,battle  ,1017        ,        ,2017-02-01 00:21:29.143276,          ,3000        ,-5       ,10
129310986,2878005,128588503              ,them  ,battle  ,1390        ,        ,2017-02-01 00:21:29.484438,          ,3000        ,-5       ,10
129310987,130133 ,128942218              ,us    ,battle  ,2189        ,        ,2017-02-01 00:21:29.847035,          ,1000        ,10       ,-5
129310988,2213508,129310761              ,them  ,quali   ,5653        ,        ,2017-02-01 00:21:30.065839,          ,1500        ,0        ,0
129310989,208084 ,129155908              ,us    ,battle  ,4176        ,        ,2017-02-01 00:21:30.071543,          ,9000        ,11       ,-5
129310990,2905269,129288251              ,them  ,battle  ,884         ,        ,2017-02-01 00:21:30.653952,          ,1700        ,-5       ,10
129310991,312564 ,129300578              ,us    ,battle  ,1520        ,        ,2017-02-01 00:21:32.335533,          ,3800        ,14       ,-5
129310992,2666352,128976524              ,us    ,battle  ,4042        ,        ,2017-02-01 00:21:32.588913,          ,9000        ,15       ,-5
129310993,1566140,129283836              ,us    ,battle  ,6212        ,        ,2017-02-01 00:21:32.863442,          ,11000       ,10       ,-5
129310994,291098 ,129065803              ,them  ,battle  ,1361        ,        ,2017-02-01 00:21:33.034426,          ,3000        ,-5       ,10
129310995,2531166,128646850              ,us    ,battle  ,4670        ,        ,2017-02-01 00:21:33.37974 ,          ,3800        ,10       ,-5
129310996,510086 ,128661034              ,them  ,battle  ,3209        ,        ,2017-02-01 00:21:33.474887,          ,7000        ,-5       ,10
129310997,2571304,129176149              ,us    ,battle  ,6058        ,        ,2017-02-01 00:21:33.695817,          ,11000       ,10       ,-5
129310998,2651903,129147604              ,us    ,battle  ,2233        ,        ,2017-02-01 00:21:34.082482,          ,7000        ,15       ,-5
129310999,2942178,128975893              ,them  ,battle  ,1889        ,        ,2017-02-01 00:21:34.100598,          ,700         ,-5       ,12
129311000,1954868,128589205              ,them  ,battle  ,1148        ,        ,2017-02-01 00:21:34.350828,          ,3000        ,-5       ,10
129311001,2593983,                       ,them  ,quali   ,3045        ,        ,2017-02-01 00:21:35.167978,          ,1500        ,0        ,0
129311002,2852817,129279241              ,them  ,battle  ,788         ,        ,2017-02-01 00:21:35.438551,          ,1700        ,-5       ,10
129311003,2707058,128737216              ,them  ,battle  ,2149        ,        ,2017-02-01 00:21:35.517614,          ,3000        ,-5       ,10
129311004,1855482,128576338              ,them  ,battle  ,2807        ,        ,2017-02-01 00:21:36.123481,          ,5000        ,-5       ,10
129311005,61051  ,128958774              ,us    ,battle  ,5570        ,        ,2017-02-01 00:21:36.573832,          ,11000       ,12       ,-5
129311006,2694244,129310817              ,them  ,quali   ,5151        ,        ,2017-02-01 00:21:37.716459,          ,1500        ,0        ,0
129311007,2688108,128501817              ,us    ,battle  ,3680        ,        ,2017-02-01 00:21:37.876225,          ,7000        ,15       ,-5
129311008,2945927,                       ,them  ,quali   ,298         ,        ,2017-02-01 00:21:38.110989,          ,1500        ,0        ,0
129311009,2476069,129273018              ,us    ,battle  ,3490        ,        ,2017-02-01 00:21:38.620029,          ,7000        ,21       ,-5
129311010,2931231,128825270              ,us    ,battle  ,1342        ,        ,2017-02-01 00:21:38.698912,          ,3800        ,15       ,-5
129311011,2431384,128783447              ,them  ,battle  ,            ,        ,2017-02-01 00:21:39.772081,          ,7000        ,-5       ,10
129311012,2608139,129310618              ,them  ,quali   ,2025        ,        ,2017-02-01 00:21:39.857762,          ,1500        ,0        ,0
129311013,567741 ,128545730              ,them  ,battle  ,2236        ,        ,2017-02-01 00:21:40.519612,          ,7000        ,-5       ,12
129311014,2719429,129310803              ,them  ,quali   ,2744        ,        ,2017-02-01 00:21:40.891621,          ,1500        ,0        ,0
129311015,224727 ,129310864              ,them  ,quali   ,2308        ,        ,2017-02-01 00:21:40.986124,          ,1500        ,0        ,0
129311016,2635253,129244828              ,them  ,battle  ,3989        ,        ,2017-02-01 00:21:41.180588,          ,5000        ,-5       ,12
